
1649870449822,2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1649870449853,2,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
1649870449860,2,0.7773,-2.5977,9.2695,0.0000,0.0000,0.0000,0.0000
1649870449867,2,0.8164,-2.5977,9.3047,0.0000,0.0000,0.0000,0.0000
1649870449875,2,0.7773,-2.5234,9.3047,0.0000,0.0000,0.0000,0.0000
1649870449881,2,0.7773,-2.5234,9.2305,0.0000,0.0000,0.0000,0.0000
1649870449889,2,0.7422,-2.5234,9.1914,0.0000,0.0000,0.0000,0.0000
1649870449895,2,0.7422,-2.5977,9.1914,0.0000,0.0000,0.0000,0.0000
1649870449902,2,0.7773,-2.6367,9.1914,0.0000,0.0000,0.0000,0.0000
1649870449909,2,0.7422,-2.5977,9.1914,0.0000,0.0000,0.0000,0.0000
1649870449917,2,0.7422,-2.5977,9.1914,0.0000,0.0000,0.0000,0.0000
1649870449924,2,0.7422,-2.5977,9.1914,0.0000,0.0000,0.0000,0.0000
1649870449931,2,0.7422,-2.5977,9.1914,0.9897,-0.1370,-0.0399,0.0056
1649870449938,2,0.7422,-2.5977,9.1914,0.9897,-0.1370,-0.0400,0.0056
1649870449945,2,0.7422,-2.5977,9.1914,0.9897,-0.1370,-0.0400,0.0056
1649870449952,2,0.7773,-2.5977,9.2695,0.9897,-0.1370,-0.0400,0.0056
1649870449960,2,0.7773,-2.5977,9.2695,0.9897,-0.1369,-0.0400,0.0056
1649870449967,2,0.7773,-2.5977,9.2305,0.9897,-0.1369,-0.0400,0.0056
1649870449974,2,0.7422,-2.5977,9.2695,0.9897,-0.1369,-0.0400,0.0056
1649870449981,2,0.7422,-2.5977,9.2695,0.9897,-0.1369,-0.0400,0.0056
1649870449989,2,0.7422,-2.5977,9.2695,0.9897,-0.1369,-0.0400,0.0056
1649870449996,2,0.7422,-2.5977,9.2695,0.9897,-0.1370,-0.0400,0.0056
1649870450002,2,0.7422,-2.5586,9.1523,0.9897,-0.1370,-0.0400,0.0056
1649870450011,2,0.7422,-2.5586,9.1523,0.9897,-0.1370,-0.0400,0.0056
1649870450017,2,0.7422,-2.5586,9.1523,0.9897,-0.1370,-0.0400,0.0056
1649870450024,2,0.7422,-2.5586,9.1523,0.9897,-0.1368,-0.0401,0.0056
1649870450031,2,0.7773,-2.5586,9.2305,0.9897,-0.1368,-0.0401,0.0056
1649870450039,2,0.7773,-2.5586,9.2305,0.9897,-0.1368,-0.0401,0.0056
1649870450045,2,0.7773,-2.5977,9.2305,0.9897,-0.1368,-0.0401,0.0056
1649870450052,2,0.7773,-2.6367,9.2695,0.9897,-0.1368,-0.0401,0.0056
1649870450060,2,0.7773,-2.6367,9.2695,0.9898,-0.1367,-0.0402,0.0056
1649870450067,2,0.7773,-2.6367,9.2695,0.9898,-0.1367,-0.0402,0.0056
1649870450075,2,0.7773,-2.5586,9.1523,0.9898,-0.1367,-0.0402,0.0056
1649870450082,2,0.7773,-2.5977,9.1914,0.9898,-0.1367,-0.0402,0.0056
1649870450089,2,0.7773,-2.5977,9.1914,0.9898,-0.1367,-0.0402,0.0056
1649870450097,2,0.7773,-2.5977,9.1914,0.9898,-0.1367,-0.0402,0.0056
1649870450104,2,0.7773,-2.5977,9.1914,0.9898,-0.1366,-0.0402,0.0056
1649870450112,2,0.7773,-2.5586,9.1523,0.9898,-0.1366,-0.0402,0.0056
1649870450119,2,0.7773,-2.5586,9.1523,0.9898,-0.1366,-0.0403,0.0056
1649870450126,2,0.7773,-2.5977,9.2695,0.9898,-0.1366,-0.0403,0.0056
1649870450133,2,0.8164,-2.5586,9.2695,0.9898,-0.1366,-0.0403,0.0056
1649870450141,2,0.8164,-2.5586,9.2695,0.9898,-0.1365,-0.0404,0.0056
1649870450148,2,0.8164,-2.5586,9.2695,0.9898,-0.1365,-0.0404,0.0056
1649870450155,2,0.7773,-2.5977,9.2695,0.9898,-0.1365,-0.0404,0.0056
1649870450163,2,0.7773,-2.5586,9.1914,0.9898,-0.1365,-0.0404,0.0056
1649870450169,2,0.7773,-2.5586,9.1914,0.9898,-0.1365,-0.0404,0.0056
1649870450177,2,0.7773,-2.5586,9.1914,0.9898,-0.1365,-0.0404,0.0056
1649870450184,2,0.7422,-2.5977,9.1523,0.9898,-0.1365,-0.0404,0.0056
1649870450191,2,0.7422,-2.5977,9.1523,0.9898,-0.1365,-0.0404,0.0056
1649870450198,2,0.7422,-2.5977,9.1523,0.9898,-0.1364,-0.0404,0.0056
1649870450205,2,0.7422,-2.5977,9.1523,0.9898,-0.1364,-0.0405,0.0056
1649870450213,2,0.7422,-2.5586,9.2305,0.9898,-0.1364,-0.0405,0.0056
1649870450220,2,0.7422,-2.5586,9.2305,0.9898,-0.1362,-0.0405,0.0056
1649870450230,2,0.8164,-2.5586,9.3047,0.9898,-0.1362,-0.0405,0.0056
1649870450235,2,0.8164,-2.5234,9.3047,0.9898,-0.1362,-0.0405,0.0056
1649870450244,2,0.8164,-2.5234,9.3047,0.9899,-0.1361,-0.0406,0.0056
1649870450250,2,0.8164,-2.5234,9.3047,0.9899,-0.1361,-0.0406,0.0056
1649870450256,2,0.8164,-2.5234,9.3047,0.9899,-0.1362,-0.0406,0.0056
1649870450263,2,0.8164,-2.5586,9.2305,0.9899,-0.1362,-0.0406,0.0056
1649870450271,2,0.8164,-2.5586,9.2305,0.9899,-0.1362,-0.0406,0.0056
1649870450278,2,0.8164,-2.5586,9.2305,0.9898,-0.1362,-0.0406,0.0056
1649870450286,2,0.8164,-2.5586,9.2305,0.9898,-0.1362,-0.0406,0.0055
1649870450298,2,0.8164,-2.6367,9.2305,0.9898,-0.1362,-0.0406,0.0055
1649870450304,2,0.8164,-2.6367,9.2305,0.9898,-0.1362,-0.0406,0.0055
1649870450309,2,0.7773,-2.5586,9.2305,0.9898,-0.1362,-0.0406,0.0055
1649870450313,2,0.7773,-2.5234,9.2305,0.9898,-0.1362,-0.0406,0.0055
1649870450321,2,0.7773,-2.5234,9.2305,0.9898,-0.1362,-0.0406,0.0056
1649870450328,2,0.7773,-2.5234,9.2305,0.9898,-0.1362,-0.0406,0.0056
1649870450336,2,0.7773,-2.5234,9.2695,0.9898,-0.1362,-0.0406,0.0056
1649870450343,2,0.7773,-2.5234,9.1914,0.9898,-0.1362,-0.0406,0.0056
1649870450350,2,0.7773,-2.5234,9.1914,0.9898,-0.1362,-0.0407,0.0056
1649870450358,2,0.7773,-2.5234,9.1914,0.9898,-0.1362,-0.0407,0.0056
1649870450366,2,0.7773,-2.5234,9.1914,0.9898,-0.1362,-0.0408,0.0055
1649870450372,2,0.7773,-2.6367,9.2305,0.9898,-0.1362,-0.0408,0.0055
1649870450379,2,0.7773,-2.6367,9.2305,0.9898,-0.1362,-0.0408,0.0055
1649870450386,2,0.7773,-2.6367,9.2305,0.9898,-0.1362,-0.0408,0.0055
1649870450394,2,0.8164,-2.5977,9.2305,0.9898,-0.1362,-0.0408,0.0055
1649870450401,2,0.8164,-2.5977,9.2305,0.9898,-0.1362,-0.0408,0.0055
1649870450408,2,0.8164,-2.5977,9.2305,0.9898,-0.1361,-0.0409,0.0056
1649870450415,2,0.7773,-2.5234,9.2305,0.9898,-0.1361,-0.0409,0.0056
1649870450423,2,0.7773,-2.5234,9.2305,0.9898,-0.1361,-0.0409,0.0056
1649870450429,2,0.7773,-2.5234,9.2305,0.9898,-0.1361,-0.0409,0.0056
1649870450436,2,0.7773,-2.5234,9.2305,0.9898,-0.1360,-0.0409,0.0056
1649870450443,2,0.7773,-2.5234,9.2305,0.9898,-0.1360,-0.0409,0.0056
1649870450452,2,0.7773,-2.5586,9.2305,0.9898,-0.1360,-0.0409,0.0056
1649870450459,2,0.7773,-2.5586,9.2305,0.9898,-0.1361,-0.0409,0.0057
1649870450466,2,0.7773,-2.5586,9.2305,0.9898,-0.1361,-0.0410,0.0057
1649870450473,2,0.7422,-2.5234,9.2305,0.9898,-0.1361,-0.0410,0.0057
1649870450480,2,0.7422,-2.5234,9.2305,0.9898,-0.1362,-0.0410,0.0057
1649870450488,2,0.7773,-2.5586,9.2305,0.9898,-0.1362,-0.0410,0.0057
1649870450494,2,0.7422,-2.5977,9.2305,0.9898,-0.1362,-0.0410,0.0057
1649870450503,2,0.7422,-2.5977,9.2305,0.9898,-0.1362,-0.0410,0.0057
1649870450510,2,0.7422,-2.5977,9.2305,0.9898,-0.1362,-0.0410,0.0057
1649870450516,2,0.7422,-2.5977,9.2305,0.9898,-0.1363,-0.0410,0.0057
1649870450524,2,0.7773,-2.5977,9.1914,0.9898,-0.1363,-0.0410,0.0057
1649870450531,2,0.7773,-2.5977,9.1914,0.9898,-0.1363,-0.0411,0.0057
1649870450539,2,0.7773,-2.5977,9.1914,0.9898,-0.1363,-0.0411,0.0057
1649870450545,2,0.7773,-2.5977,9.1914,0.9898,-0.1362,-0.0411,0.0057
1649870450553,2,0.8164,-2.5977,9.1914,0.9898,-0.1362,-0.0411,0.0057
1649870450560,2,0.8164,-2.5977,9.1914,0.9898,-0.1362,-0.0411,0.0057
1649870450566,2,0.7773,-2.5586,9.1914,0.9898,-0.1362,-0.0411,0.0057
1649870450574,2,0.7773,-2.5234,9.2305,0.9898,-0.1362,-0.0411,0.0057
1649870450581,2,0.7773,-2.5234,9.2305,0.9898,-0.1361,-0.0412,0.0057
1649870450588,2,0.7773,-2.5234,9.2305,0.9898,-0.1360,-0.0413,0.0058
1649870450596,2,0.7773,-2.5234,9.2305,0.9898,-0.1360,-0.0413,0.0058
1649870450605,2,0.7422,-2.4844,9.2305,0.9898,-0.1360,-0.0413,0.0058
1649870450611,2,0.7422,-2.4844,9.2305,0.9898,-0.1360,-0.0413,0.0058
1649870450618,2,0.7422,-2.4844,9.2305,0.9898,-0.1362,-0.0414,0.0059
1649870450627,2,0.7422,-2.4844,9.2305,0.9897,-0.1364,-0.0414,0.0059
1649870450628,2,0.8555,-2.9063,9.3438,0.9897,-0.1364,-0.0414,0.0059
1649870450628,2,0.8555,-2.9063,9.3438,0.9898,-0.1362,-0.0416,0.0059
1649870450647,2,0.7773,-2.2539,9.2695,0.9898,-0.1362,-0.0416,0.0059
1649870450654,2,0.7422,-2.4453,9.1914,0.9898,-0.1362,-0.0416,0.0059
1649870450662,2,0.7422,-2.4453,9.1914,0.9898,-0.1360,-0.0415,0.0060
1649870450668,2,0.7422,-2.4453,9.1914,0.9898,-0.1362,-0.0415,0.0060
1649870450676,2,0.7773,-2.5586,9.1914,0.9898,-0.1362,-0.0415,0.0060
1649870450683,2,0.7773,-2.5586,9.1914,0.9898,-0.1362,-0.0416,0.0060
1649870450691,2,0.7773,-2.5586,9.1914,0.9898,-0.1361,-0.0416,0.0060
1649870450697,2,0.7773,-2.5586,9.1914,0.9898,-0.1362,-0.0416,0.0060
1649870450704,2,0.8164,-2.6758,9.1914,0.9898,-0.1362,-0.0416,0.0060
1649870450712,2,0.7773,-2.5977,9.1914,0.9898,-0.1362,-0.0416,0.0060
1649870450720,2,0.7773,-2.5977,9.1914,0.9898,-0.1360,-0.0417,0.0060
1649870450726,2,0.7773,-2.5977,9.1914,0.9898,-0.1360,-0.0417,0.0060
1649870450734,2,0.8164,-2.5977,9.2695,0.9898,-0.1360,-0.0417,0.0060
1649870450744,2,0.8164,-2.5977,9.2695,0.9898,-0.1359,-0.0417,0.0060
1649870450748,2,0.7773,-2.5586,9.1914,0.9898,-0.1359,-0.0417,0.0060
1649870450755,2,0.7773,-2.5586,9.1914,0.9898,-0.1359,-0.0417,0.0060
1649870450763,2,0.7773,-2.5586,9.1914,0.9898,-0.1359,-0.0417,0.0060
1649870450770,2,0.7773,-2.5586,9.1914,0.9898,-0.1358,-0.0417,0.0060
1649870450777,2,0.7773,-2.5586,9.1914,0.9899,-0.1357,-0.0418,0.0061
1649870450784,2,0.8164,-2.5977,9.2305,0.9899,-0.1357,-0.0418,0.0061
1649870450792,2,0.8164,-2.5977,9.2305,0.9899,-0.1357,-0.0419,0.0061
1649870450799,2,0.8164,-2.5977,9.2305,0.9899,-0.1357,-0.0419,0.0061
1649870450806,2,0.8164,-2.5977,9.2305,0.9899,-0.1356,-0.0419,0.0062
1649870450813,2,0.7773,-2.5586,9.2305,0.9899,-0.1356,-0.0419,0.0062
1649870450820,2,0.7773,-2.5586,9.2305,0.9899,-0.1356,-0.0420,0.0062
1649870450827,2,0.8164,-2.5586,9.1914,0.9899,-0.1356,-0.0420,0.0062
1649870450834,2,0.7773,-2.5586,9.2305,0.9899,-0.1356,-0.0420,0.0062
1649870450842,2,0.7773,-2.5586,9.2305,0.9899,-0.1356,-0.0421,0.0062
1649870450848,2,0.7773,-2.5586,9.2305,0.9899,-0.1356,-0.0421,0.0062
1649870450857,2,0.7422,-2.6758,9.2305,0.9899,-0.1356,-0.0421,0.0062
1649870450864,2,0.8945,-2.6758,9.2695,0.9899,-0.1356,-0.0421,0.0062
1649870450871,2,0.8945,-2.6758,9.2695,0.9899,-0.1356,-0.0421,0.0062
1649870450878,2,0.8945,-2.6758,9.2695,0.9899,-0.1354,-0.0422,0.0063
1649870450887,2,0.8945,-2.6758,9.2695,0.9899,-0.1354,-0.0422,0.0063
1649870450894,2,0.8164,-2.6367,9.2305,0.9899,-0.1354,-0.0422,0.0063
1649870450901,2,0.7773,-2.6367,9.2305,0.9899,-0.1354,-0.0422,0.0063
1649870450907,2,0.8164,-2.6367,9.1914,0.9899,-0.1354,-0.0422,0.0063
1649870450914,2,0.7773,-2.5977,9.1914,0.9899,-0.1354,-0.0422,0.0063
1649870450922,2,0.7773,-2.5977,9.1914,0.9899,-0.1354,-0.0421,0.0063
1649870450928,2,0.7773,-2.5977,9.1914,0.9899,-0.1353,-0.0421,0.0063
1649870450928,2,0.7773,-2.5977,9.2305,0.9899,-0.1353,-0.0421,0.0063
1649870450944,2,0.7773,-2.5977,9.2305,0.9899,-0.1352,-0.0422,0.0063
1649870450944,2,0.7773,-2.5977,9.2305,0.9899,-0.1351,-0.0422,0.0063
1649870450958,2,0.7773,-2.5977,9.2305,0.9899,-0.1350,-0.0422,0.0064
1649870450965,2,0.8164,-2.5234,9.2305,0.9899,-0.1350,-0.0422,0.0064
1649870450973,2,0.8164,-2.5234,9.2305,0.9899,-0.1349,-0.0422,0.0064
1649870450975,2,0.7773,-2.5234,9.2305,0.9899,-0.1349,-0.0422,0.0064
1649870450975,2,0.7773,-2.5234,9.1914,0.9899,-0.1349,-0.0422,0.0064
1649870450991,2,0.8164,-2.5234,9.1914,0.9899,-0.1349,-0.0422,0.0064
1649870450991,2,0.8164,-2.5234,9.1914,0.9899,-0.1349,-0.0422,0.0065
